Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Sky Cover,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated,day_of_year_sin,day_of_year_cos,hour_sin,hour_cos
1,0.135048232,54,7,1,72,3.0,30.26,15387,0.5380051715382996,0.8429415373547828,0.4999999999999999,-0.8660254037844387
1,0.154340836,54,7,0,69,6.0,30.2,24249,0.5380051715382996,0.8429415373547828,-0.2588190451025208,-0.9659258262890684
1,0.443729904,54,7,0,49,0.0,30.15,10241,0.5380051715382996,0.8429415373547828,-0.8660254037844385,-0.5000000000000004
1,0.733118971,54,7,0,65,0.0,30.15,0,0.5380051715382996,0.8429415373547828,-0.9659258262890684,0.2588190451025203
0,1.022508039,54,7,0,77,0.0,30.17,0,0.5380051715382996,0.8429415373547828,-0.5000000000000004,0.8660254037844384
0,1.0,56,32,0,80,0.0,30.14,0,0.5524353131676196,0.8335557718385699,0.2588190451025207,0.9659258262890684
0,0.711538462,56,32,0,86,0.0,30.11,0,0.5524353131676196,0.8335557718385699,0.8660254037844386,0.5000000000000001
1,0.423076923,56,32,0,93,3.0,30.1,345,0.5524353131676196,0.8335557718385699,0.9659258262890684,-0.2588190451025206
1,0.134615385,56,32,0,67,6.0,30.1,15731,0.5524353131676196,0.8335557718385699,0.4999999999999999,-0.8660254037844387
1,0.153846154,56,32,0,72,5.0,30.02,24745,0.5524353131676196,0.8335557718385699,-0.2588190451025208,-0.9659258262890684
1,0.442307692,56,32,1,58,8.0,29.97,10469,0.5524353131676196,0.8335557718385699,-0.8660254037844385,-0.5000000000000004
1,0.730769231,56,32,1,46,0.0,29.97,0,0.5524353131676196,0.8335557718385699,-0.9659258262890684,0.2588190451025203
0,1.019230769,56,32,1,62,7.0,29.98,0,0.5524353131676196,0.8335557718385699,-0.5000000000000004,0.8660254037844384
0,0.996805112,53,20,2,61,0.0,29.99,0,0.5667017562911176,0.8239230057575542,0.2588190451025207,0.9659258262890684
0,0.709265176,53,20,2,96,7.0,29.97,0,0.5667017562911176,0.8239230057575542,0.8660254037844386,0.5000000000000001
1,0.42172524,53,20,4,89,5.0,29.97,416,0.5667017562911176,0.8239230057575542,0.9659258262890684,-0.2588190451025206
1,0.134185304,53,20,3,93,0.0,29.99,13562,0.5667017562911176,0.8239230057575542,0.4999999999999999,-0.8660254037844387
1,0.153354633,53,20,4,78,0.0,29.95,14862,0.5667017562911176,0.8239230057575542,-0.2588190451025208,-0.9659258262890684
1,0.440894569,53,20,4,65,0.0,29.9,6425,0.5667017562911176,0.8239230057575542,-0.8660254037844385,-0.5000000000000004
1,0.728434505,53,20,4,75,3.0,29.89,3,0.5667017562911176,0.8239230057575542,-0.9659258262890684,0.2588190451025203
0,1.015974441,53,20,4,44,20.0,29.9,0,0.5667017562911176,0.8239230057575542,-0.5000000000000004,0.8660254037844384
0,0.993630573,55,16,2,72,8.0,29.89,0,0.5808002734538009,0.8140460935082178,0.2588190451025207,0.9659258262890684
0,0.707006369,55,16,4,90,8.0,29.91,0,0.5808002734538009,0.8140460935082178,0.8660254037844386,0.5000000000000001
1,0.420382166,55,16,4,90,8.0,29.91,1,0.5808002734538009,0.8140460935082178,0.9659258262890684,-0.2588190451025206
1,0.133757962,55,16,3,83,11.0,29.96,4891,0.5808002734538009,0.8140460935082178,0.4999999999999999,-0.8660254037844387
1,0.152866242,55,16,4,86,10.0,29.92,13489,0.5808002734538009,0.8140460935082178,-0.2588190451025208,-0.9659258262890684
1,0.439490446,55,16,3,72,14.0,29.9,6004,0.5808002734538009,0.8140460935082178,-0.8660254037844385,-0.5000000000000004
1,0.72611465,55,16,2,80,14.0,29.9,2,0.5808002734538009,0.8140460935082178,-0.9659258262890684,0.2588190451025203
0,1.012738854,55,16,3,83,13.0,29.89,0,0.5808002734538009,0.8140460935082178,-0.5000000000000004,0.8660254037844384
0,0.99047619,53,13,3,86,9.0,29.86,0,0.5947266869607634,0.8039279618328213,0.2588190451025207,0.9659258262890684
0,0.704761905,53,13,3,86,8.0,29.82,0,0.5947266869607634,0.8039279618328213,0.8660254037844386,0.5000000000000001
1,0.419047619,53,13,4,96,10.0,29.79,114,0.5947266869607634,0.8039279618328213,0.9659258262890684,-0.2588190451025206
1,0.133333333,53,13,3,80,6.0,29.81,7359,0.5947266869607634,0.8039279618328213,0.4999999999999999,-0.8660254037844387
1,0.152380952,53,13,4,83,6.0,29.79,4337,0.5947266869607634,0.8039279618328213,-0.2588190451025208,-0.9659258262890684
1,0.438095238,53,13,4,77,7.0,29.79,7204,0.5947266869607634,0.8039279618328213,-0.8660254037844385,-0.5000000000000004
1,0.723809524,53,13,4,86,6.0,29.8,0,0.5947266869607634,0.8039279618328213,-0.9659258262890684,0.2588190451025203
0,1.00952381,53,13,4,86,15.0,29.83,0,0.5947266869607634,0.8039279618328213,-0.5000000000000004,0.8660254037844384
0,0.987341772,55,32,3,83,9.0,29.85,0,0.6084768701151261,0.7935716089521474,0.2588190451025207,0.9659258262890684
0,0.702531646,55,32,3,86,10.0,29.84,0,0.6084768701151261,0.7935716089521474,0.8660254037844386,0.5000000000000001
1,0.417721519,55,32,2,86,7.0,29.86,501,0.6084768701151261,0.7935716089521474,0.9659258262890684,-0.2588190451025206
1,0.132911392,55,32,3,83,3.0,29.89,9382,0.6084768701151261,0.7935716089521474,0.4999999999999999,-0.8660254037844387
1,0.151898734,55,32,3,77,0.0,29.85,18365,0.6084768701151261,0.7935716089521474,-0.2588190451025208,-0.9659258262890684
1,0.436708861,55,32,2,69,11.0,29.85,9865,0.6084768701151261,0.7935716089521474,-0.8660254037844385,-0.5000000000000004
1,0.721518987,55,32,0,66,5.0,29.84,0,0.6084768701151261,0.7935716089521474,-0.9659258262890684,0.2588190451025203
0,1.006329114,55,32,1,86,8.0,29.84,0,0.6084768701151261,0.7935716089521474,-0.5000000000000004,0.8660254037844384
0,0.982677165,50,23,1,89,3.0,29.86,0,0.6220467484408675,0.7829801036770629,0.2588190451025207,0.9659258262890684
0,0.699212598,50,23,2,93,0.0,29.86,0,0.6220467484408675,0.7829801036770629,0.8660254037844386,0.5000000000000001
1,0.415748031,50,23,3,93,3.0,29.9,0,0.6220467484408675,0.7829801036770629,0.9659258262890684,-0.2588190451025206
1,0.132283465,50,23,4,86,6.0,29.93,2169,0.6220467484408675,0.7829801036770629,0.4999999999999999,-0.8660254037844387
1,0.151181102,50,23,4,77,10.0,29.91,6027,0.6220467484408675,0.7829801036770629,-0.2588190451025208,-0.9659258262890684
1,0.434645669,50,23,3,69,16.0,29.85,7760,0.6220467484408675,0.7829801036770629,-0.8660254037844385,-0.5000000000000004
1,0.718110236,50,23,4,86,11.0,29.82,0,0.6220467484408675,0.7829801036770629,-0.9659258262890684,0.2588190451025203
0,1.001574803,50,23,3,77,15.0,29.83,0,0.6220467484408675,0.7829801036770629,-0.5000000000000004,0.8660254037844384
0,0.979591837,48,29,3,68,18.0,29.84,0,0.6354323008901774,0.7721565844991642,0.2588190451025207,0.9659258262890684
0,0.697017268,48,29,3,74,10.0,29.85,0,0.6354323008901774,0.7721565844991642,0.8660254037844386,0.5000000000000001
1,0.4144427,48,29,3,77,6.0,29.89,795,0.6354323008901774,0.7721565844991642,0.9659258262890684,-0.2588190451025206
1,0.131868132,48,29,3,59,21.0,29.96,16394,0.6354323008901774,0.7721565844991642,0.4999999999999999,-0.8660254037844387
1,0.150706436,48,29,1,47,28.0,29.97,28891,0.6354323008901774,0.7721565844991642,-0.2588190451025208,-0.9659258262890684
1,0.433281005,48,29,1,64,26.0,30.0,12843,0.6354323008901774,0.7721565844991642,-0.8660254037844385,-0.5000000000000004
1,0.715855573,48,29,1,68,21.0,30.04,0,0.6354323008901774,0.7721565844991642,-0.9659258262890684,0.2588190451025203
0,0.998430141,48,29,1,71,10.0,30.09,0,0.6354323008901774,0.7721565844991642,-0.5000000000000004,0.8660254037844384
0,0.976525822,46,22,1,73,6.0,30.12,0,0.6486295610349814,0.7611042586607747,0.2588190451025207,0.9659258262890684
0,0.694835681,46,22,1,73,3.0,30.13,0,0.6486295610349814,0.7611042586607747,0.8660254037844386,0.5000000000000001
1,0.41314554,46,22,0,70,5.0,30.18,765,0.6486295610349814,0.7611042586607747,0.9659258262890684,-0.2588190451025206
1,0.131455399,46,22,1,54,14.0,30.22,18914,0.6486295610349814,0.7611042586607747,0.4999999999999999,-0.8660254037844387
1,0.150234742,46,22,3,59,8.0,30.21,26486,0.6486295610349814,0.7611042586607747,-0.2588190451025208,-0.9659258262890684
1,0.431924883,46,22,3,61,11.0,30.18,6262,0.6486295610349814,0.7611042586607747,-0.8660254037844385,-0.5000000000000004
1,0.713615023,46,22,4,61,14.0,30.14,0,0.6486295610349814,0.7611042586607747,-0.9659258262890684,0.2588190451025203
0,0.995305164,46,22,3,80,17.0,30.11,0,0.6486295610349814,0.7611042586607747,-0.5000000000000004,0.8660254037844384
0,0.973478939,49,22,3,89,15.0,30.09,0,0.6616346182422783,0.7498264012045686,0.2588190451025207,0.9659258262890684
0,0.692667707,49,22,2,86,6.0,30.12,0,0.6616346182422783,0.7498264012045686,0.8660254037844386,0.5000000000000001
1,0.411856474,49,22,3,96,6.0,30.14,0,0.6616346182422783,0.7498264012045686,0.9659258262890684,-0.2588190451025206
1,0.131045242,49,22,3,83,8.0,30.16,0,0.6616346182422783,0.7498264012045686,0.4999999999999999,-0.8660254037844387
1,0.149765991,49,22,3,72,8.0,30.12,0,0.6616346182422783,0.7498264012045686,-0.2588190451025208,-0.9659258262890684
1,0.430577223,49,22,4,83,10.0,30.1,0,0.6616346182422783,0.7498264012045686,-0.8660254037844385,-0.5000000000000004
1,0.711388456,49,22,2,77,9.0,30.09,0,0.6616346182422783,0.7498264012045686,-0.9659258262890684,0.2588190451025203
0,0.992199688,49,22,3,89,7.0,30.1,0,0.6616346182422783,0.7498264012045686,-0.5000000000000004,0.8660254037844384
0,0.968944099,49,22,3,89,3.0,30.09,0,0.6744436188329455,0.7383263540031065,0.2588190451025207,0.9659258262890684
0,0.689440994,49,22,3,86,6.0,30.09,0,0.6744436188329455,0.7383263540031065,0.8660254037844386,0.5000000000000001
1,0.409937888,49,22,2,86,0.0,30.14,860,0.6744436188329455,0.7383263540031065,0.9659258262890684,-0.2588190451025206
1,0.130434783,49,22,2,77,5.0,30.2,14244,0.6744436188329455,0.7383263540031065,0.4999999999999999,-0.8660254037844387
1,0.149068323,49,22,1,66,5.0,30.17,23065,0.6744436188329455,0.7383263540031065,-0.2588190451025208,-0.9659258262890684
1,0.428571429,49,22,3,59,8.0,30.15,12110,0.6744436188329455,0.7383263540031065,-0.8660254037844385,-0.5000000000000004
1,0.708074534,49,22,4,74,6.0,30.15,0,0.6744436188329455,0.7383263540031065,-0.9659258262890684,0.2588190451025203
0,0.98757764,49,22,4,71,13.0,30.1,0,0.6744436188329455,0.7383263540031065,-0.5000000000000004,0.8660254037844384
0,0.965944272,49,21,4,80,10.0,30.02,0,0.6870527672236669,0.7266075247685656,0.2588190451025207,0.9659258262890684
0,0.687306502,49,21,4,80,21.0,29.96,0,0.6870527672236669,0.7266075247685656,0.8660254037844386,0.5000000000000001
1,0.408668731,49,21,3,89,0.0,29.97,677,0.6870527672236669,0.7266075247685656,0.9659258262890684,-0.2588190451025206
1,0.13003096,49,21,2,71,7.0,29.98,10223,0.6870527672236669,0.7266075247685656,0.4999999999999999,-0.8660254037844387
1,0.148606811,49,21,2,57,10.0,29.96,23594,0.6870527672236669,0.7266075247685656,-0.2588190451025208,-0.9659258262890684
1,0.427244582,49,21,4,83,11.0,29.96,3329,0.6870527672236669,0.7266075247685656,-0.8660254037844385,-0.5000000000000004
1,0.705882353,49,21,3,83,8.0,29.94,0,0.6870527672236669,0.7266075247685656,-0.9659258262890684,0.2588190451025203
0,0.984520124,49,21,3,80,6.0,29.97,0,0.6870527672236669,0.7266075247685656,-0.5000000000000004,0.8660254037844384
0,0.962962963,48,14,2,86,6.0,29.98,0,0.699458327051647,0.7146733860429609,0.2588190451025207,0.9659258262890684
0,0.685185185,48,14,3,89,7.0,29.98,0,0.699458327051647,0.7146733860429609,0.8660254037844386,0.5000000000000001
1,0.407407407,48,14,3,93,8.0,30.01,311,0.699458327051647,0.7146733860429609,0.9659258262890684,-0.2588190451025206
1,0.12962963,48,14,3,80,11.0,30.04,14471,0.699458327051647,0.7146733860429609,0.4999999999999999,-0.8660254037844387
1,0.148148148,48,14,3,64,15.0,29.99,16337,0.699458327051647,0.7146733860429609,-0.2588190451025208,-0.9659258262890684
1,0.425925926,48,14,3,59,17.0,29.94,7212,0.699458327051647,0.7146733860429609,-0.8660254037844385,-0.5000000000000004
1,0.703703704,48,14,4,69,11.0,29.91,0,0.699458327051647,0.7146733860429609,-0.9659258262890684,0.2588190451025203
0,0.981481481,48,14,3,66,14.0,29.86,0,0.699458327051647,0.7146733860429609,-0.5000000000000004,0.8660254037844384
0,0.96,49,13,4,66,23.0,29.79,0,0.7116566222817746,0.7025274741691571,0.2588190451025207,0.9659258262890684
0,0.683076923,49,13,4,83,24.0,29.74,0,0.7116566222817746,0.7025274741691571,0.8660254037844386,0.5000000000000001
1,0.406153846,49,13,4,93,22.0,29.73,0,0.7116566222817746,0.7025274741691571,0.9659258262890684,-0.2588190451025206
1,0.129230769,49,13,4,89,20.0,29.75,2428,0.7116566222817746,0.7025274741691571,0.4999999999999999,-0.8660254037844387
1,0.147692308,49,13,4,83,24.0,29.7,3695,0.7116566222817746,0.7025274741691571,-0.2588190451025208,-0.9659258262890684
1,0.424615385,49,13,4,83,16.0,29.71,121,0.7116566222817746,0.7025274741691571,-0.8660254037844385,-0.5000000000000004
1,0.701538462,49,13,4,93,14.0,29.64,0,0.7116566222817746,0.7025274741691571,-0.9659258262890684,0.2588190451025203
0,0.978461538,49,13,4,93,7.0,29.62,0,0.7116566222817746,0.7025274741691571,-0.5000000000000004,0.8660254037844384
0,0.957055215,51,15,4,89,9.0,29.59,0,0.7236440382959124,0.6901733882429719,0.2588190451025207,0.9659258262890684
0,0.680981595,51,15,4,80,13.0,29.52,0,0.7236440382959124,0.6901733882429719,0.8660254037844386,0.5000000000000001
1,0.404907975,51,15,4,89,14.0,29.48,0,0.7236440382959124,0.6901733882429719,0.9659258262890684,-0.2588190451025206
1,0.128834356,51,15,4,89,9.0,29.56,2983,0.7236440382959124,0.6901733882429719,0.4999999999999999,-0.8660254037844387
1,0.147239264,51,15,3,74,11.0,29.61,13147,0.7236440382959124,0.6901733882429719,-0.2588190451025208,-0.9659258262890684
1,0.423312883,51,15,3,66,17.0,29.64,5516,0.7236440382959124,0.6901733882429719,-0.8660254037844385,-0.5000000000000004
1,0.699386503,51,15,4,83,15.0,29.68,0,0.7236440382959124,0.6901733882429719,-0.9659258262890684,0.2588190451025203
0,0.975460123,51,15,3,83,14.0,29.71,0,0.7236440382959124,0.6901733882429719,-0.5000000000000004,0.8660254037844384
0,0.95412844,51,18,3,86,14.0,29.74,0,0.7354170229639855,0.6776147890466889,0.2588190451025207,0.9659258262890684
0,0.678899083,51,18,4,80,14.0,29.74,0,0.7354170229639855,0.6776147890466889,0.8660254037844386,0.5000000000000001
1,0.403669725,51,18,4,80,11.0,29.79,114,0.7354170229639855,0.6776147890466889,0.9659258262890684,-0.2588190451025206
1,0.128440367,51,18,3,72,14.0,29.87,2274,0.7354170229639855,0.6776147890466889,0.4999999999999999,-0.8660254037844387
1,0.146788991,51,18,4,74,17.0,29.92,5403,0.7354170229639855,0.6776147890466889,-0.2588190451025208,-0.9659258262890684
1,0.422018349,51,18,3,80,6.0,29.96,2903,0.7354170229639855,0.6776147890466889,-0.8660254037844385,-0.5000000000000004
1,0.697247706,51,18,3,83,6.0,30.02,145,0.7354170229639855,0.6776147890466889,-0.9659258262890684,0.2588190451025203
0,0.972477064,51,18,3,86,6.0,30.1,0,0.7354170229639855,0.6776147890466889,-0.5000000000000004,0.8660254037844384
0,0.949771689,50,7,3,93,5.0,30.15,0,0.7469720876965552,0.6648553979642865,0.2588190451025207,0.9659258262890684
0,0.675799087,50,7,2,93,5.0,30.18,0,0.7469720876965552,0.6648553979642865,0.8660254037844386,0.5000000000000001
1,0.401826484,50,7,1,93,0.0,30.22,314,0.7469720876965552,0.6648553979642865,0.9659258262890684,-0.2588190451025206
1,0.127853881,50,7,3,83,8.0,30.25,18188,0.7469720876965552,0.6648553979642865,0.4999999999999999,-0.8660254037844387
1,0.146118721,50,7,3,75,6.0,30.21,23389,0.7469720876965552,0.6648553979642865,-0.2588190451025208,-0.9659258262890684
1,0.420091324,50,7,4,62,0.0,30.19,7755,0.7469720876965552,0.6648553979642865,-0.8660254037844385,-0.5000000000000004
1,0.694063927,50,7,3,67,0.0,30.2,97,0.7469720876965552,0.6648553979642865,-0.9659258262890684,0.2588190451025203
0,0.96803653,50,7,2,77,0.0,30.2,0,0.7469720876965552,0.6648553979642865,-0.5000000000000004,0.8660254037844384
0,0.946889226,53,16,0,86,3.0,30.19,0,0.7583058084785624,0.6518989958787126,0.2588190451025207,0.9659258262890684
0,0.673748103,53,16,0,93,0.0,30.17,0,0.7583058084785624,0.6518989958787126,0.8660254037844386,0.5000000000000001
1,0.40060698,53,16,1,93,0.0,30.2,1011,0.7583058084785624,0.6518989958787126,0.9659258262890684,-0.2588190451025206
1,0.127465857,53,16,1,83,6.0,30.22,19469,0.7583058084785624,0.6518989958787126,0.4999999999999999,-0.8660254037844387
1,0.145675266,53,16,2,72,3.0,30.18,27043,0.7583058084785624,0.6518989958787126,-0.2588190451025208,-0.9659258262890684
1,0.418816388,53,16,2,40,10.0,30.13,13347,0.7583058084785624,0.6518989958787126,-0.8660254037844385,-0.5000000000000004
1,0.691957511,53,16,1,69,6.0,30.14,72,0.7583058084785624,0.6518989958787126,-0.9659258262890684,0.2588190451025203
0,0.965098634,53,16,0,69,0.0,30.16,0,0.7583058084785624,0.6518989958787126,-0.5000000000000004,0.8660254037844384
0,0.942511346,54,32,2,77,3.0,30.17,0,0.7694148268839378,0.6387494220515272,0.2588190451025207,0.9659258262890684
0,0.670196672,54,32,3,80,0.0,30.18,0,0.7694148268839378,0.6387494220515272,0.8660254037844386,0.5000000000000001
1,0.397881997,54,32,3,86,3.0,30.18,869,0.7694148268839378,0.6387494220515272,0.9659258262890684,-0.2588190451025206
1,0.125567322,54,32,3,69,5.0,30.19,7004,0.7694148268839378,0.6387494220515272,0.4999999999999999,-0.8660254037844387
1,0.146747352,54,32,3,60,0.0,30.13,0,0.7694148268839378,0.6387494220515272,-0.2588190451025208,-0.9659258262890684
1,0.419062027,54,32,4,58,0.0,30.07,0,0.7694148268839378,0.6387494220515272,-0.8660254037844385,-0.5000000000000004
1,0.691376702,54,32,2,75,0.0,30.05,0,0.7694148268839378,0.6387494220515272,-0.9659258262890684,0.2588190451025203
0,0.963691377,54,32,1,74,5.0,30.06,0,0.7694148268839378,0.6387494220515272,-0.5000000000000004,0.8660254037844384
0,0.938253012,55,14,1,83,3.0,30.06,0,0.7802958510707755,0.6254105729852463,0.2588190451025207,0.9659258262890684
0,0.667168675,55,14,2,93,0.0,30.06,0,0.7802958510707755,0.6254105729852463,0.8660254037844386,0.5000000000000001
1,0.396084337,55,14,3,86,3.0,30.05,455,0.7802958510707755,0.6254105729852463,0.9659258262890684,-0.2588190451025206
1,0.125,55,14,3,83,6.0,30.05,15925,0.7802958510707755,0.6254105729852463,0.4999999999999999,-0.8660254037844387
1,0.146084337,55,14,4,83,0.0,30.04,12785,0.7802958510707755,0.6254105729852463,-0.2588190451025208,-0.9659258262890684
1,0.417168675,55,14,4,62,6.0,30.0,3458,0.7802958510707755,0.6254105729852463,-0.8660254037844385,-0.5000000000000004
1,0.688253012,55,14,4,78,24.0,29.93,0,0.7802958510707755,0.6254105729852463,-0.9659258262890684,0.2588190451025203
0,0.959337349,55,14,4,78,15.0,29.92,0,0.7802958510707755,0.6254105729852463,-0.5000000000000004,0.8660254037844384
0,0.934032984,56,15,4,78,20.0,29.97,0,0.7909456567567772,0.6118864012687243,0.2588190451025207,0.9659258262890684
0,0.664167916,56,15,4,86,0.0,29.97,0,0.7909456567567772,0.6118864012687243,0.8660254037844386,0.5000000000000001
1,0.394302849,56,15,4,93,10.0,29.96,0,0.7909456567567772,0.6118864012687243,0.9659258262890684,-0.2588190451025206
1,0.124437781,56,15,4,93,7.0,29.99,133,0.7909456567567772,0.6118864012687243,0.4999999999999999,-0.8660254037844387
1,0.145427286,56,15,4,90,7.0,29.99,1272,0.7909456567567772,0.6118864012687243,-0.2588190451025208,-0.9659258262890684
1,0.415292354,56,15,4,90,13.0,29.99,263,0.7909456567567772,0.6118864012687243,-0.8660254037844385,-0.5000000000000004
1,0.685157421,56,15,4,83,7.0,29.99,0,0.7909456567567772,0.6118864012687243,-0.9659258262890684,0.2588190451025203
0,0.955022489,56,15,4,90,11.0,30.02,0,0.7909456567567772,0.6118864012687243,-0.5000000000000004,0.8660254037844384
0,0.931240658,57,17,4,93,0.0,30.02,0,0.8013610881746766,0.5981809144059165,0.2588190451025207,0.9659258262890684
0,0.662182362,57,17,4,90,6.0,30.01,0,0.8013610881746766,0.5981809144059165,0.8660254037844386,0.5000000000000001
1,0.393124066,57,17,4,87,25.0,30.0,0,0.8013610881746766,0.5981809144059165,0.9659258262890684,-0.2588190451025206
1,0.12406577,57,17,4,87,26.0,30.07,1046,0.8013610881746766,0.5981809144059165,0.4999999999999999,-0.8660254037844387
1,0.144992526,57,17,4,84,18.0,30.07,2918,0.8013610881746766,0.5981809144059165,-0.2588190451025208,-0.9659258262890684
1,0.414050822,57,17,3,81,15.0,30.07,3445,0.8013610881746766,0.5981809144059165,-0.8660254037844385,-0.5000000000000004
1,0.683109118,57,17,4,87,16.0,30.09,144,0.8013610881746766,0.5981809144059165,-0.9659258262890684,0.2588190451025203
0,0.952167414,57,17,4,90,14.0,30.13,0,0.8013610881746766,0.5981809144059165,-0.5000000000000004,0.8660254037844384
0,0.928464978,55,27,4,90,10.0,30.15,0,0.8115390590073611,0.5842981736283684,0.2588190451025207,0.9659258262890684
0,0.660208644,55,27,4,96,3.0,30.17,0,0.8115390590073611,0.5842981736283684,0.8660254037844386,0.5000000000000001
1,0.39195231,55,27,3,100,3.0,30.18,1512,0.8115390590073611,0.5842981736283684,0.9659258262890684,-0.2588190451025206
1,0.123695976,55,27,1,78,5.0,30.19,19599,0.8115390590073611,0.5842981736283684,0.4999999999999999,-0.8660254037844387
1,0.144560358,55,27,2,72,5.0,30.17,29645,0.8115390590073611,0.5842981736283684,-0.2588190451025208,-0.9659258262890684
1,0.412816692,55,27,3,60,13.0,30.12,14527,0.8115390590073611,0.5842981736283684,-0.8660254037844385,-0.5000000000000004
1,0.681073025,55,27,3,77,8.0,30.08,135,0.8115390590073611,0.5842981736283684,-0.9659258262890684,0.2588190451025203
0,0.949329359,55,27,3,86,5.0,30.08,0,0.8115390590073611,0.5842981736283684,-0.5000000000000004,0.8660254037844384
0,0.924332344,56,17,3,83,6.0,30.07,0,0.8214765533024142,0.5702422926917871,0.2588190451025207,0.9659258262890684
0,0.65727003,56,17,3,86,5.0,30.08,0,0.8214765533024142,0.5702422926917871,0.8660254037844386,0.5000000000000001
1,0.390207715,56,17,3,86,8.0,30.11,196,0.8214765533024142,0.5702422926917871,0.9659258262890684,-0.2588190451025206
1,0.123145401,56,17,3,77,6.0,30.15,9942,0.8214765533024142,0.5702422926917871,0.4999999999999999,-0.8660254037844387
1,0.143916914,56,17,3,58,13.0,30.15,21062,0.8214765533024142,0.5702422926917871,-0.2588190451025208,-0.9659258262890684
1,0.410979228,56,17,4,72,11.0,30.13,5755,0.8214765533024142,0.5702422926917871,-0.8660254037844385,-0.5000000000000004
1,0.678041543,56,17,4,80,10.0,30.14,0,0.8214765533024142,0.5702422926917871,-0.9659258262890684,0.2588190451025203
0,0.945103858,56,17,4,80,9.0,30.15,0,0.8214765533024142,0.5702422926917871,-0.5000000000000004,0.8660254037844384
0,0.921597633,53,27,3,90,9.0,30.14,0,0.8311706263658079,0.5560174366570446,0.2588190451025207,0.9659258262890684
0,0.655325444,53,27,4,96,11.0,30.15,0,0.8311706263658079,0.5560174366570446,0.8660254037844386,0.5000000000000001
1,0.389053254,53,27,4,90,7.0,30.16,262,0.8311706263658079,0.5560174366570446,0.9659258262890684,-0.2588190451025206
1,0.122781065,53,27,3,80,9.0,30.22,8573,0.8311706263658079,0.5560174366570446,0.4999999999999999,-0.8660254037844387
1,0.143491124,53,27,3,75,14.0,30.21,28021,0.8311706263658079,0.5560174366570446,-0.2588190451025208,-0.9659258262890684
1,0.409763314,53,27,2,67,22.0,30.18,14907,0.8311706263658079,0.5560174366570446,-0.8660254037844385,-0.5000000000000004
1,0.676035503,53,27,2,74,13.0,30.21,112,0.8311706263658079,0.5560174366570446,-0.9659258262890684,0.2588190451025203
0,0.942307692,53,27,2,77,8.0,30.23,0,0.8311706263658079,0.5560174366570446,-0.5000000000000004,0.8660254037844384
0,0.91740413,52,32,0,74,6.0,30.23,0,0.8406184056344782,0.5416278206559814,0.2588190451025207,0.9659258262890684
0,0.651917404,52,32,1,74,5.0,30.21,0,0.8406184056344782,0.5416278206559814,0.8660254037844386,0.5000000000000001
1,0.386430678,52,32,3,74,5.0,30.23,1699,0.8406184056344782,0.5416278206559814,0.9659258262890684,-0.2588190451025206
1,0.120943953,52,32,2,66,8.0,30.21,20749,0.8406184056344782,0.5416278206559814,0.4999999999999999,-0.8660254037844387
1,0.144542773,52,32,3,64,6.0,30.17,29836,0.8406184056344782,0.5416278206559814,-0.2588190451025208,-0.9659258262890684
1,0.410029499,52,32,3,62,0.0,30.14,11279,0.8406184056344782,0.5416278206559814,-0.8660254037844385,-0.5000000000000004
1,0.675516224,52,32,3,67,0.0,30.1,66,0.8406184056344782,0.5416278206559814,-0.9659258262890684,0.2588190451025203
0,0.94100295,52,32,2,69,0.0,30.12,0,0.8406184056344782,0.5416278206559814,-0.5000000000000004,0.8660254037844384
0,0.913362702,55,10,3,77,6.0,30.11,0,0.8498170915275278,0.5270777086423722,0.2588190451025207,0.9659258262890684
0,0.649045521,55,10,3,80,5.0,30.06,0,0.8498170915275278,0.5270777086423722,0.8660254037844386,0.5000000000000001
1,0.384728341,55,10,3,71,0.0,30.04,659,0.8498170915275278,0.5270777086423722,0.9659258262890684,-0.2588190451025206
1,0.12041116,55,10,4,69,3.0,30.05,9928,0.8498170915275278,0.5270777086423722,0.4999999999999999,-0.8660254037844387
1,0.143906021,55,10,4,70,5.0,30.01,11983,0.8498170915275278,0.5270777086423722,-0.2588190451025208,-0.9659258262890684
1,0.408223201,55,10,4,75,5.0,29.96,6459,0.8498170915275278,0.5270777086423722,-0.8660254037844385,-0.5000000000000004
1,0.672540382,55,10,4,75,3.0,29.97,41,0.8498170915275278,0.5270777086423722,-0.9659258262890684,0.2588190451025203
0,0.936857562,55,10,4,83,0.0,29.97,0,0.8498170915275278,0.5270777086423722,-0.5000000000000004,0.8660254037844384
0,0.910688141,59,14,4,90,11.0,29.98,0,0.8587639582758029,0.5123714121284237,0.2588190451025207,0.9659258262890684
0,0.647144949,59,14,3,80,6.0,29.98,0,0.8587639582758029,0.5123714121284237,0.8660254037844386,0.5000000000000001
1,0.383601757,59,14,4,86,5.0,30.04,0,0.8587639582758029,0.5123714121284237,0.9659258262890684,-0.2588190451025206
1,0.120058565,59,14,4,83,5.0,30.04,2396,0.8587639582758029,0.5123714121284237,0.4999999999999999,-0.8660254037844387
1,0.143484627,59,14,4,87,16.0,29.97,2687,0.8587639582758029,0.5123714121284237,-0.2588190451025208,-0.9659258262890684
1,0.407027818,59,14,4,90,23.0,29.87,608,0.8587639582758029,0.5123714121284237,-0.8660254037844385,-0.5000000000000004
